Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Djibouti,DJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,142385.21826166,,135329.265392695,132970.007882813,128979.688541918,136159.336583119,135425.414109722,138135.838479223,133916.361490392,140405.324198301,140319.929947905,136400.923477521,135180.816598902,134314.723945314,136108.718168506,136521.020535575,138783.790236216,140646.529449408,145529.796311679,153414.385376936,160789.475700092,171975.035333888,187091.455594443,217505.065179737,225228.098277047,238727.061954444,257969.669920836,277109.807679903,411020.475651907,437962.315399201,472553.703912393,498006.459931634,517944.298943859,558376.551954282,605820.156333457
Dominica,DMA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,1686.50541938998,2076.51152334285,1981.82841705023,2610.04015189739,2943.73787993467,3222.86384544618,3576.60160036518,3990.79350313469,4407.42911982077,5031.32764396895,5707.60331004148,6487.84823334457,7068.0055427513,7723.1652110936,8431.53295251087,8958.34231118168,9359.24242210331,10047.6373463958,10425.1849559763,11125.1296943724,11587.5692290259,12403.02913728,12826.6528245149,12927.0064608758,13186.0538895508,12881.8105015966,13223.092724679,14086.5221221335,13932.6056467722,14899.6775926921,16070.5530051557,17466.6934925946,18637.7143583012,18811.6199667033,19075.6669862936,18490.6644120341,18945.0264729075,19758.8802138285,20510.374668109,21818.615283212,19641.7475999888,20766.6317626527,22411.0127005348
Denmark,DNK,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,17178.9972487072,18787.8550360532,20821.0154283258,23633.4987101021,25983.4136679897,28557.8818671942,32344.1195962173,37019.1301591183,41267.0443385196,45964.5012057641,53120.9798690848,58734.4204555482,65215.7622435274,72349.2664655123,78248.1995507734,86063.5015967754,98359.2565960831,108440.423581188,119752.527721647,129838.751109521,139174.009585719,145976.980798217,151640.81503986,160101.0904038,166420.405494016,172778.275916526,178485.426879144,178942.511584951,190789.883753539,198052.489856924,206727.795771065,216864.965332959,223593.248695048,233289.672721574,248503.170265427,255939.868809765,262330.566928779,266530.287869158,278655.636769424,292647.674147401,309394.160711474,318385.981128047,327920.311939975,311807.511006057,326429.17791085,331537.517691181,338903.309123087,343668.816291987,351054.091849437,358293.709508764,367982.635854337,377296.330603055,387658.823405544,398980.255400269
Dominican Republic,DOM,GDP per capita (current LCU),NY.GDP.PCAP.CN,204.11474750958,192.027725260401,234.051629386729,258.595852955478,272.974146237077,229.02367729865,245.987545364814,250.9766941897,254.051857561451,281.377797656778,330.131652636164,360.152229961467,417.919700285504,480.052967973334,583.484188569677,699.602323740237,748.99019479621,848.284789644013,854.648087674358,969.498732059698,1164.95262604095,1273.82343630942,1362.51044452904,1487.27486873879,1831.08530261077,2429.02904584599,2695.28610290616,3328.94844569775,4786.30179817966,6057.9706334254,8453.81044999205,16993.8041587482,19581.6123634681,21667.5056910767,24046.9079052598,27384.0898874278,29580.9557885731,34679.4543990672,38791.3885644596,42012.2530783146,46427.5841276703,49696.3478477487,54719.9493179064,71026.9518820625,104294.453728833,119095.789082357,136830.744381575,156166.423089497,175685.08184805,181276.886240063,204556.67156707,225228.435394738,240261.567846092,260719.675088852,287812.481188229,311783.204310969,335389.373703505,361705.354227965,398586.71309799,424830.323388917
Algeria,DZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1216.02636060874,1060.35046234944,850.3784909725,1120.20524472704,1175.24560258721,1233.69975902098,1163.1714378785,1253.646456135,1391.89559575991,1494.71841357694,1659.97573450647,1677.10753920893,1983.41735144403,2196.38649061972,3419.84552008558,3699.75852777268,4320.38818665862,4946.07035333868,5776.01368248594,6869.27013164813,8454.00238741025,9654.81716101869,10150.1485119324,11074.8452305779,12295.7741593465,12986.2019984217,12964.0277245786,13615.5519425948,14298.2996070075,16860.3840686301,21577.0344031797,31988.0550727886,38781.5368217773,42192.084963859,52864.2501850337,69219.5185512375,87813.9972162621,93474.157763417,93747.662174176,105742.646654001,132831.930432844,134403.70469924,141980.364907871,162793.653651016,188090.950115476,228116.529718317,252712.448933596,273740.968324615,317981.76409696,282108.834860229,333308.73459504,397938.49909458,433601.246440746,436492.98329644,442622.509013599,420677.846432084,431911.062808084,448805.507176051,479750.26492224,471239.508351719
East Asia & Pacific (excluding high income),EAP,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP per capita (current LCU),NY.GDP.PCAP.CN,379.36936990884,343.788289938134,315.536922326771,368.453256826398,440.348537118614,454.97987500708,449.704616531177,459.058721455997,450.783596564048,527.647388194832,471.404638631714,440.646039691918,495.298223980885,588.054773182069,969.546454063334,1104.89018682837,1264.30652438643,1492.61551488111,1571.64761387395,1820.17471061419,2237.14193160605,2659.33611234046,2368.81431569945,1987.83397804001,1911.5147438865,1890.65386264383,1647.22580875663,1463.7912240243,1337.24815308246,1389.54670146829,1488.81548840018,1621.39713868976,1687.66081483342,1726.89018056526,2025.09965871702,2131.84051545481,2154.43947086491,2355.19265776242,2292.74279049738,1578.14406955731,1444.5566847668,1894.61516893932,2172.1018772447,2425.85184175715,2691.27808061965,3002.13686727475,3328.88297239765,3567.83643782206,4249.01926210976,4231.61579767847,4633.59035839904,5200.55579014874,5682.04500655353,6056.3308269681,6377.09153014217,6124.49164262072,6060.09332904415,6213.50127649921,6295.93539868079,6183.82382482173
"Egypt, Arab Rep.",EGY,GDP per capita (current LCU),NY.GDP.PCAP.CN,54.9996556889386,57.1945642362156,58.063643131309,63.055517638348,69.0675875678342,74.4421635156706,78.280661766589,79.0728622672899,77.2158547779918,79.9510099044484,92.7627604570339,95.5966414730894,99.6353204898287,108.329899860025,117.796828303359,137.658057344052,170.069399049736,203.570138044303,236.695961036285,298.442524368938,360.25563257944,368.933745731683,493.112585666673,569.248356338172,658.763698167649,757.226150279305,871.500958236054,990.542721242045,1153.57434073133,1405.39967330846,1706.61612137639,1959.09244319881,2371.01677278742,2591.82188679356,2864.35382698295,3272.69048558609,3606.82585661446,4097.56046444361,4341.37208717385,4555.9847058141,4941.04731984794,5113.13462507146,5300.40948565982,5732.83503027768,6542.89384631329,7130.22447336937,8035.26169944575,9520.38552550649,11244.9032052419,12845.2898841259,14579.2894463211,16220.4207419325,19378.1137818228,21044.144289259,23555.5228112899,26436.9608942082,28686.9666007221,35979.9533801419,45084.7177447644,53017.2543505243
Euro area,EMU,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.596684260603,1092.90252145736,1476.35940732861,1678.27922958758,2007.13510442238,2251.59770569963,2487.49519586373,2510.2741792389,2965.78766681091,3583.1189924547,4103.0937205015,4643.34331805828,5622.12855122228,5971.89098508168,6381.18771642157,6762.42761642109,6928.47991970691,9149.81605297572,7708.34286146854,9878.5552581043,,,,,,,,
Spain,ESP,GDP per capita (current LCU),NY.GDP.PCAP.CN,142.941926908554,162.292486381418,187.590111015033,219.785579485805,243.497041667781,279.384666072401,320.817814495059,358.877882585068,399.902651316544,453.388565085299,510.010131443195,568.704103406654,660.112779074865,787.093204033834,953.398869515696,1107.39391015692,1318.61161378558,1655.99512407523,2007.44718458193,2327.70458061059,2675.27626842217,2980.46024761862,3406.9556103968,3860.46724881964,4338.2273254697,4803.04820087138,5482.41571046539,6114.61741254288,6793.15700163998,7600.22251088165,8456.86753000374,9250.03330563766,9913.82984719347,10203.6960628955,10800.6475746558,11594.6888597713,12263.8459525997,12963.1015141801,13822.5881784705,14750.410869868,15969.5615228842,17159.9982883894,18091.3302849968,19016.610194762,20023.2771642538,21243.7566081993,22609.9913825878,23781.0087969296,24144.5454297381,23064.1728418207,23030.9245375449,22757.8438616839,22044.7221161842,21886.4653605547,22206.0760378859,23201.5049596907,23961.7613452112,24936.6238481483,25689.1174734582,26453.1893121579
Estonia,EST,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.45982405791,1422.33599131359,1989.62790801276,2596.41719306524,3263.26201202542,3674.25672146569,3892.63726367458,4423.65093397567,5037.20325765517,5674.65675861819,6381.78103478464,7174.9587171113,8367.7837279253,10068.6226713493,12231.6607244085,12443.654877383,10649.4199765458,11161.0817326649,12676.1527271686,13646.9280923205,14441.1500177922,15351.3112902183,15799.0758753755,16487.1560811376,18047.7554000959,19694.6346267749,21134.802161934
Ethiopia,ETH,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,421.363025798199,431.268726729444,464.978779411218,425.641229665568,482.762760268887,485.792139784276,502.930481272562,504.533247977985,513.407183420906,526.283541769924,561.786432480939,571.85070041305,707.791629419978,726.090827498263,840.073369561597,917.208047819144,919.579615569638,860.774002905625,898.935059195938,1014.11904669435,1005.71327899886,956.160692443571,1025.2872998783,1176.27088973721,1405.30297659045,1690.06211503783,2148.25141072104,3017.58202600492,3965.1489096834,4402.97409524267,5714.21076256252,8059.42963455584,9088.57732837236,10814.2357330556,12872.0736310832,15135.5599459906,17225.4284453921,20143.0980371365,24056.5092056272
European Union,EUU,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP per capita (current LCU),NY.GDP.PCAP.CN,634.729431822132,714.423179530173,759.780195362604,819.314334704969,918.980995892531,1012.94176608092,1081.89967973326,1180.33242663943,1347.12933254281,1538.5297785256,1741.73154329488,1911.65452186455,2216.09000406711,2682.09827476205,3362.39166038101,3870.30553291563,4380.12505755805,4790.73293771426,5282.95494524177,6113.55383036462,7041.89842735747,7930.6844801336,8867.53555518587,9834.03926078306,10950.8720446114,11881.3856455645,12747.2624891372,13729.5846028171,15510.6226022095,17301.4869356057,18241.3032487565,17332.1711935601,16815.1793973493,16916.7860632905,17834.7211159333,19293.8629035258,19920.2938469215,21558.4741533532,23377.13141637,24570.0588174483,26359.4456869883,27877.3664188644,28551.7165525965,29109.6475090993,30365.8716660431,31392.2962904224,32831.0294880549,35371.8858249255,36561.3423723684,34042.2160415563,35079.3682756604,36746.10338899,37133.0027441964,37566.1062421355,37882.7328402831,38577.2066988945,39582.5307539912,40999.8382052694,42356.6620403316,43489.9174213641
Fiji,FJI,GDP per capita (current LCU),NY.GDP.PCAP.CN,226.694554501996,228.115968363335,231.463365467848,235.621474559528,246.813837555655,251.741499413753,251.257336210443,268.043222994338,292.219505351345,312.534333652473,368.447946642283,398.581733708277,481.35375909101,610.497926509281,795.875595801314,975.329069448828,1061.17312873474,1103.29953735275,1152.31307732575,1371.01120522535,1548.38542625849,1622.3747006625,1665.91847728497,1666.23646784742,1820.60092821667,1849.60134874082,2033.98368304531,2029.97299742443,2196.0632426376,2421.05096095193,2717.64119724448,2776.71637650751,3092.53978338923,3339.89877649633,3490.55457812016,3573.3952348712,3809.34896849255,3813.50159447786,4113.81766328358,4744.24626970258,4420.18431429607,4643.41186227232,4942.95909142761,5380.07612036134,5779.4365783875,6188.34864484594,6488.29647166826,6557.30515791865,6642.01613275275,6576.66033688793,7006.64338266936,7838.89760715456,8218.42569783451,8913.65340893337,10579.9534423679,11307.6272093776,11837.81595348,12610.2206484861,13081.6689172287,13437.7882876961
France,FRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1004.55434145869,1074.81829749501,1187.89575432998,1313.10357115224,1437.21602389733,1534.02298461111,1645.65008622447,1763.53716891163,1908.78417855666,2179.24745736362,2419.23541783132,2676.88385758761,2964.1541671571,3373.47574320681,3906.66684853382,4373.63101525846,5027.88434870056,5632.82438462339,6374.16714969109,7251.10884369424,8189.94731599798,9200.47405123003,10516.8740399246,11611.3571078847,12549.8631767954,13373.8075304473,14297.1468943227,14937.9270558508,16055.2052718942,17209.4813874689,18091.0687820908,18642.7227601773,19217.6654562641,19322.9817607351,19887.4573399665,20460.768307037,20957.3394518443,21558.9129038276,22461.8604157811,23158.2645524671,24273.9175046173,25069.4985106123,25690.8363489474,26197.5899514058,27175.2149493273,27950.6669829514,29049.2122451727,30326.0618694714,30949.5999253375,29925.9864150794,30683.7689471934,31501.0931582648,31812.520197858,32079.2593949634,32418.9110256509,33035.1477796448,33483.0873112961,34356.7387352838,35252.0697396012,36172.2649487912
Faroe Islands,FRO,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161048.681013537,168302.610043931,183109.018936557,203240.63238079,211047.360955264,207499.156687468,212487.394957983,217119.986588995,246926.263809843,260675.378985886,259320.368046842,254363.28647925,272938.888191743,279622.775651883,286495.412077002,308074.417439238,333607.17264387,352573.307527419,375783.115022938,387080.755622685,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,1320.86470128614,,,1276.49166714066,1296.96929283499,1355.65581344784,1437.42624153439,1528.54072128015,1682.69717525564,1756.60081468404,1909.25275465525,1909.83683863058,2060.60969598899,2017.47306616446,1904.7409660767,2022.70719355316,2042.47965782466,2171.95024301223,2248.42917525869,2265.88059422592,2295.88965491436,2253.09261430246,2358.28001771429,2406.18291560296,2458.61131323963,2541.40888326589,2721.87035688274,2885.44567636113,3009.19864668922,3131.38671463839,2994.67930442007,2971.45729017367,2906.37678497635,3014.70035839042,3289.70114571277,3568.291015625,
Gabon,GAB,GDP per capita (current LCU),NY.GDP.PCAP.CN,69246.4791347259,81287.0136160807,87597.9309076898,73129.1504694926,100681.90323779,104057.102037832,111210.928869184,120564.777397353,128851.892832019,143167.06079502,151871.531984647,174987.887375065,177373.370126728,258620.689655172,585592.256381333,714091.571742729,1087235.90191744,1020620.91962351,779104.059230404,909439.776068444,1244892.1148572,1409299.90224199,1556294.42488186,1648213.59562585,1932891.57449557,1814152.4444208,1386627.57867791,1128661.45591949,1271162.38990995,1445798.52356419,1706814.62008999,1562028.64776287,1476452.2296996,1486572.83414484,2200758.17092376,2281403.86710491,2617176.79510852,2724083.48797639,2260565.90211963,2394391.56933978,2937412.48493927,2924498.59022594,2872956.53625084,2860886.71339055,3026700.49749039,3633531.07297909,3772607.38718682,4048404.3257559,4573354.66961687,3631137.3115911,4378610.56097381,5094030.75633594,5010332.86608652,4782714.4563421,4771388.73017305,4365930.4235385,4139024.78662744,4198378.10906794,4419481.07197037,4492394.58505306
United Kingdom,GBR,GDP per capita (current LCU),NY.GDP.PCAP.CN,499.141221374046,525.852272727273,544.920187793427,576.2348555452,624.388888888889,669.13164317763,709.552869703651,745.491740621292,813.233426972906,875.279009050039,978.221717201205,1088.8034420501,1213.38517865356,1398.60595320964,1568.25610483121,1943.48501933276,2302.89037380794,2683.86951286103,3116.97325513345,3685.40865441755,4316.79631303044,4776.6147761765,5235.2146791574,5733.79496097907,6149.1183804806,6741.80712989724,7238.90074972748,8027.26310053951,8987.98589320919,9925.44927825291,10754.5670135331,11283.7120108374,11673.589913457,12261.7982476156,12878.0161734719,14653.1577656503,15597.2592683646,16329.4708430759,17035.7788560737,17720.6424828841,18604.2490901305,19274.1086372382,20053.754324603,21081.7280976895,22006.5694909666,23116.6576375975,24239.9356285176,25273.2999325223,25724.1271801032,24849.9629152485,25522.0610592951,26237.9896175726,26880.9296797507,27789.7550741777,28821.9468601566,29438.0728709079,30413.5124413151,31360.9261704021,32264.4131965372,33139.937431926
Georgia,GEO,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,0.000994492044063648,0.00105881463180982,0.00112337111188776,0.00116270440095985,0.00124990809499302,0.0013835287264254,0.00144126831611818,0.00145055049580292,0.00153211549793754,0.00168243953732913,0.00180924104657636,0.00191138540899042,0.00205850735344571,0.00220569843327194,0.00241524084691436,0.00252926561765562,0.00273060273060273,0.00286167121599014,0.00288027231665539,0.00302886071567652,0.00300242338458899,0.00291210543097035,0.00299357014862443,0.00304757133613042,0.00299793891699457,0.00312369845897543,0.00397030542401621,0.0306145480660716,3.3387428478345,186.576885888477,522.187348235897,861.255395786761,1047.12439076368,1183.4507766624,1363.5886915976,1482.19421941556,1662.5261279906,1874.06607741833,2167.17412296773,2501.51502034456,2977.83275152218,3553.78011296412,4402.3586599305,4956.51624849387,4715.26594220509,5762.70336005408,6782.67008586053,7301.74846347718,7691.13863852286,8367.98484922625,9109.39216315784,9613.93747292089,10933.8938477534,11968.0165214519,13440.0445975709
Ghana,GHA,GDP per capita (current LCU),NY.GDP.PCAP.CN,0.013096757761223,0.0135800224727469,0.0139565051949449,0.015068253709941,0.0164264017461956,0.0189418581859514,0.0191149886191524,0.018493009113832,0.0204283463734278,0.0234858741445878,0.0258600113674154,0.0278606042586159,0.0304995941874599,0.03687764626869,0.0477992644247102,0.052904351775986,0.0639856301961974,0.107383498091281,0.198163199188386,0.261186301480919,0.387586382053155,0.639973127226492,0.740364052790729,1.52937094753637,2.1809480511315,2.68349800639303,3.8845372715211,5.50471402014504,7.5370533766228,9.873709453015,13.0017937117134,15.962848795587,17.9059275288028,24.0402091916036,31.4279824611932,45.5605620693524,64.931725682285,78.8062528390079,94.219387796236,109.39510563242,140.840825824935,192.695443340179,241.336957948188,318.827694964781,375.548594293157,445.851002276361,835.846786202545,1008.29570841179,1280.71728592451,1514.11537987352,1858.06327772836,2356.11328867393,2897.14050176622,4647.16150345078,5709.29519220795,6477.70891125977,7551.3465512504,8813.81901003558,10098.2619675381,11489.3177612518
Gibraltar,GIB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,118182.732211394,150758.636904735,189068.557786846,233304.553322065,277144.453419345,347811.356770124,441142.828554573,454265.563566253,466600.405924716,503738.102034149,520447.730118591,540895.72341696,564602.537585006,596193.807797468,634956.638089101,655688.092974275,678905.365746906,781546.591587682,913953.974890382,1174990.20491722,2334461.36564087,2770485.77276789,3290654.60261396,3236340.8106443,3850349.87120513,4335279.63093991,5009193.83919251,5312185.49851691,5521781.34840561,5758278.73747123,6566985.25809347,7784737.30227845,8860736.44963823,9772671.51537133
"Gambia, The",GMB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,190.022095032709,200.877108682251,195.507098674656,208.542023101403,234.598738183932,239.481632072551,240.442218729312,252.250547856659,313.233992863845,385.663146159388,447.647654646337,549.018217377509,600.801963334987,634.136012244474,651.082784356434,662.10295645086,729.450548802338,804.342908230375,875.851254109859,1162.95993447889,1624.98246217201,1878.16703027473,2048.15649314667,2353.1757741895,2614.39744744886,6073.08146791542,6183.89965692596,6486.95098891279,6536.88142699952,6647.13554703941,7138.91663108812,6828.00230898789,7223.21259969712,7269.29403593831,7597.77354988188,7928.62697176771,8201.60191018621,9583.57232270635,19301.9948186702,19023.2707429549,18589.6661210409,19410.7063581503,20517.1293772217,22202.2563623419,24108.1881177518,22472.0847962851,23826.2648352162,25188.8371557729,25349.8095889315,28084.8482640254,29960.8072348973,31682.7220273419,34482.0361983806,37769.462222023
Guinea-Bissau,GNB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,61.3255898737338,58.8709901943861,64.4684194216427,70.6683302665736,79.2628491937166,90.6439909711497,96.0093247717806,91.7011883582101,110.252777338883,116.87319129602,108.58705066159,128.649947216322,153.028917639945,177.935261928652,301.809401416227,406.010917683965,837.9539103798,1637.91667853551,3009.17587040282,6223.26581322933,8410.66165877647,14509.9988772177,23660.6286078306,35212.6453988459,43825.3820054654,64850.5075060568,98774.0492045159,138404.95889661,105512.006105489,117396.966777699,219391.309921493,234335.909041273,231047.317037785,215753.075067891,213611.502772761,230135.397381276,224645.229572708,236312.319213797,267597.875787181,263088.803244917,276182.36975067,331600.542294284,314694.870587092,313459.707618412,307764.297974698,356737.800900529,391982.959622135,428843.973785464,432331.733401483,408552.767889586
Equatorial Guinea,GNQ,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,8524.17254279819,9984.96240601504,11510.3208212314,14060.4415490409,14626.1454784026,15283.594365811,15784.2177861349,15479.6052631579,15274.5886269582,15097.4080295537,14525.6838491059,17039.3234550471,20437.8957824593,23406.1767005473,27966.7852332212,32619.8813987677,,,22416.8539865322,25652.0028444552,34193.2333204511,41364.4224966419,48798.319418975,79256.308396617,71703.7482758527,73251.267556354,75815.2539111457,69247.8936107422,72822.1413780929,72281.7143464409,79719.6458036157,83269.7687387736,116820.61123194,142533.097542515,230525.022050856,481264.338813705,391568.416199337,657341.772865565,1228554.07757749,1695628.95105958,1912680.70275098,2103117.51147577,3250077.42043018,5782785.41002088,6722973.73090494,7624364.04616356,10273810.4641978,7870371.41789199,8554429.183194,10198701.1835603,11084766.0617674,10070968.1135401,9575943.88546133,6670916.88288572,5481798.51725548,5613738.02397938,5634558.05844883,4764583.6572059
Greece,GRC,GDP per capita (current LCU),NY.GDP.PCAP.CN,45.8097812877885,52.0129196658748,54.3264372561694,61.2086855255981,68.9983195911746,79.1737000184671,87.814865032261,94.037969214499,101.638025962258,116.571595907516,131.506131262307,145.404740734836,167.171423981294,217.494567753071,248.929862033367,296.719442270808,363.466475841165,420.117056717859,506.081511064894,620.236686105466,737.29709240493,874.83152523036,1093.53001523161,1297.13664384769,1605.22874297897,1950.9971412178,2323.69240027277,2608.88510133647,3163.05907860958,3739.72681296929,4466.00612231769,5449.75899538824,6252.11084923918,6998.4541531096,7896.99410877395,8811.04460425824,9712.37494344318,10759.7221772776,11684.3849764969,12431.9348303586,13071.4219797353,14011.4148401069,14993.6190093911,16371.1344729673,17682.6408350198,18133.85071183,19769.0028875639,21061.2446353446,21844.5444288287,21385.9564183615,20324.1180357657,18643.0219041164,17311.3370280935,16475.2211608149,16401.9193359635,16381.1359849284,16377.9158926838,16757.1337647549,17210.0659636433,17492.6144716443
Grenada,GRD,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,2139.43871568378,2676.40591014691,3115.79884875846,3363.1866519903,3446.31409273014,3636.90742252099,3706.24137931034,3990.16967413711,4531.11509214976,5055.2615604196,5838.18574761656,6503.92696697921,7446.91339606289,7794.65239642483,8418.47708894879,8618.67133226985,8515.65611320371,8835.2715597069,9212.1270740268,9808.4266492411,10425.7741195467,11800.9007949344,12705.261051234,13654.3697062227,13609.8102645062,14077.519925893,15343.0094706985,15502.3163100041,17938.8673909097,17978.0602860873,19473.7684190512,21147.5430511303,19684.8821711142,19595.9428802726,19685.8590209371,20100.1628725127,21032.3962281594,22598.694238857,24561.5507440761,25996.5382138744,27412.6485920955,28311.9493243849,29606.8855298519
Greenland,GRL,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,11237.0732758621,13919.1504237288,15265.6086956522,17303.2673469388,20922,24466.6048387097,29286.0684104628,34302.0141700405,39901.162601626,44616.935483871,53446.2151394422,60862.7450980392,65106.7961165049,73051.8234165067,74554.0796963947,82236.8421052632,91196.261682243,99556.3770794824,110383.211678832,122911.392405063,113417.26618705,117153.153153153,113291.139240506,108913.043478261,115279.279279279,121379.928315412,124221.824686941,126446.428571429,137344.028520499,140713.012477718,153612.099644128,160425.909494232,163048.278542281,180896.679291817,191855.704521094,194837.97312725,210862.36657625,216555.565378835,226187.686408181,240803.934449514,247394.780774976,253332.747407277,266088.716775216,266974.133810173,283346.656008527,299636.454360766,324345.92247179,332266.96574806,343962.301197722,
Guatemala,GTM,GDP per capita (current LCU),NY.GDP.PCAP.CN,252.756171165062,253.227290034998,261.179133806117,280.096636444858,279.930464500156,278.828138481721,283.192724592174,287.968047136813,310.661745203358,322.437529369749,349.024975633327,355.090371107723,367.118881140873,438.544851160696,527.417696811971,594.651803552057,696.222015275001,854.636643380983,925.12574446591,1027.08369602514,1143.44040197691,1217.26402049105,1200.24923382046,1212.71655867236,1234.7026407121,1418.04308555747,1954.12146521848,2125.54628016791,2398.34293118022,2689.59950579123,3791.87797061142,5088.01454993076,5656.44461395078,6561.71338094149,7439.00580242813,8278.26038181411,9061.31576884451,9999.0510144172,11227.6045686237,11960.5726350751,12920.2856728452,12380.662861215,13377.7778637579,14018.4811298673,15016.4360767153,16042.9600830751,17394.2600691877,19422.7036146055,21534.6838874385,21997.3178721146,23359.0965776458,25549.0941682049,26703.0575211295,27677.7283885163,29224.9504060938,30578.1466407501,31716.6753329134,32708.8167287007,33632.5722535396,35558.6546901336
Guam,GUM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21536.3668753499,22572.0752994287,24395.7976230384,26495.8775773033,26555.6452019565,27542.2261673182,29056.3142936191,30026.5032092749,30700.4340081784,30859.4043533803,32494.5623640591,33265.3811866066,34394.0974809957,35278.9259389693,35562.8379083283,35615.8046274371,35712.5621350321,
Guyana,GUY,GDP per capita (current LCU),NY.GDP.PCAP.CN,510.30133661176,540.665293225223,551.225908607338,483.957756093643,523.481410060438,556.094178576031,585.083089924923,629.26209291418,669.682545697271,716.641873100058,759.787441093776,790.405837877828,830.115188351516,883.389321510968,1293.89968380979,1592.16240458757,1506.56211833693,1475.1634261251,1646.09641291998,1708.33258186109,1932.95417693709,2042.8994847339,1850.88947655412,1884.59306654616,2145.20038853537,2531.03766054242,2838.65688354704,4587.77381417602,5512.63643375844,13854.8916622518,21074.6801128467,52340.3100712718,62428.3664751096,78398.8203844359,98568.187735869,115949.096469024,130178.303748053,140741.72025278,143280.91414183,164958.366436611,174111.949538981,179016.003628527,185888.68793712,193337.386246667,209496.779695791,220961.103673058,391194.624857472,471710.69628681,522703.68778429,562253.416394951,617677.827059282,698848.979027377,774139.229731572,808198.502538572,832320.731483665,860305.538471161,938051.456766308,947020.269058759,1034221.90386699,1140152.35715399
High income,HIC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
